LAMMPS datafile 
17226 atoms 
5 atom types
-0.019582000 196.849000000 xlo xhi 
0.000000000 31.840600000 ylo yhi 
0.000000000 30.433700000 zlo zhi 

Atoms

540  4 6.205747496 15.598454095 12.328105682 
541  4 6.606105741 15.484944949 14.779747476 
542  4 7.607020823 13.938747895 13.319023004 
543  4 5.204832413 17.456849975 13.803919278 
544  4 6.205747496 18.960700135 12.365098371 
545  4 6.606105741 18.976373354 14.842829746 
546  4 7.607020823 17.239858649 13.307243753 
547  4 5.204832413 20.773731297 13.805282167 
548  4 6.205747496 22.403259251 12.419029818 
549  4 6.606105741 22.570991891 14.982817869 
550  4 7.607020823 20.815688794 13.503110306 
551  4 5.204832413 24.207821033 13.823875860 
552  4 6.205747496 25.956796433 12.414551756 
553  4 6.606105741 25.854969189 14.726984220 
554  4 7.607020823 24.073381813 13.432240102 
555  4 5.204832413 27.648627863 13.780068729 
556  4 6.205747496 29.401983976 12.540424248 
557  4 6.606105741 29.347565784 14.821997021 
558  4 7.607020823 27.647167626 13.459303175 
559  4 7.206652843 0.087664983 11.109391276 
560  4 8.207567925 1.719157345 9.625760540 
561  4 8.607935905 1.782521928 11.905902281 
562  4 9.608841253 0.003273094 10.718534311 
563  4 7.206652843 3.582712732 10.878673715 
564  4 8.207567925 5.097777518 9.546051030 
565  4 8.607935905 5.232207003 11.948541223 
566  4 9.608841253 3.427411583 10.672877544 
567  4 7.206652843 6.910059091 11.013599681 
568  4 8.207567925 8.720276861 9.675019226 
569  4 8.607935905 8.511122144 11.910769740 
570  4 9.608841253 6.985134780 10.531137136 
571  4 7.206652843 10.458417297 10.946136698 
572  4 8.207567925 12.237473594 9.642777177 
573  4 8.607935905 12.058740496 12.015809507 
574  4 9.608841253 10.389786124 10.546810354 
575  4 7.206652843 13.938455847 11.071133047 
576  4 8.207567925 15.539849888 9.450872735 
577  4 8.607935905 15.619189471 12.051731355 
578  4 9.608841253 13.968731443 10.599865658 
579  4 7.206652843 17.247549234 11.047866593 
580  4 8.207567925 18.985426827 9.628418173 
581  4 8.607935905 19.060580396 12.033819106 
582  4 9.608841253 17.250567059 10.647469408 
583  4 7.206652843 20.732552593 11.039494563 
584  4 8.207567925 22.420003310 9.522210216 
585  4 8.607935905 22.416206692 11.863652736 
586  4 9.608841253 20.797679196 10.528995454 
587  4 7.206652843 24.133446258 11.038034325 
588  4 8.207567925 25.917662062 9.688784401 
589  4 8.607935905 26.007612706 12.041704389 
590  4 9.608841253 24.220573776 10.449947918 
591  4 7.206652843 27.687762234 11.162446580 
592  4 8.207567925 29.445109664 9.642416985 
593  4 8.607935905 29.389912678 11.977064533 
594  4 9.608841253 27.652521831 10.755137603 
595  4 9.208473273 0.004736524 8.201347313 
596  1 10.127040682 1.746736369 6.830417725 
